book_title,author,reader_review,rating,label,review_length
illusions perdues,honoré de balzac,il aura donc fallu un film excellente adaptation de xavier giannoli pour me donner envie de me plonger dans ce roman qui je m en suis aperçue était fait pour moi en sortant de la séance le sourire aux lèvres et la poitrine gonflée d énergie je me suis demandé comment j avais fait pour ne jamais croiser la route de ce texte ni pendant mes années de lycée ni par la suite je n étais apparemment pas la seule puisque les librairies ont été prises d assaut et quelque peu au dépourvu n ayant aucunement anticipé cette ruée vers un classique de 800 pages écrit il y a deux siècles pour moi il y avait une raison supplémentaire de m y intéresser ce métier de la presse et de l édition qui me passionne depuis l adolescence et qui a constitué le cadre de ma vie professionnelle pendant des années le film m avait ouvert l appétit je me suis immergée dans le livre avec un vrai bonheur,5.0,1,879
la disparue de noël,anne perry,je ne m attendais pas du tout à ce genre d histoire en ouvrant ce livre je pensais lire un policier mais j ai plutôt lu une satyre sociale et j avoue que ça m a plu,4.0,1,164
une fille comme les autres,jack ketchum,nul besoin de monstres n est ce pas nul besoin d invention farfelue de diabolisation du mal de tueur dérangé simplement l homme et la femme dans ce qu il y a de pire,4.5,1,165
une voisine encombrante,shari lapena,un roman qui fait un peu penser à la série desperate housewives l action se situe dans une banlieue proche de new york un quartier assez huppé où apparemment la vie est paisible et les voisins vivent en harmonie entre amitiés entre couples complicité et barbecues,2.5,-1,263
la belle histoire des cathédrales,alain billard,écrit par un architecte et docteur en archéologie la belle histoire des cathédrales est bien plus qu un beau livre certes les photos et illustrations sont très belles et pourraient se suffirent à elles mêmes mais elles ne sont pas choisies uniquement pour leur beauté formelle il s agit d accompagner d illustrer un contenu ce dernier parvient à être riche et traiter son sujet dans ses divers aspects tout en étant clair et accessible y compris pour les non spécialistes un glossaire et des index aident le lecteur à se repérer,4.5,1,528
le dernier ermite,michael finkel,dans l etat du maine en 2014 au milieu de la nuit un gardien surprend un homme en flagrant délit de cambriolage dans un centre de vacances pour personnes handicapées le sac à dos de l intrus contient ses outils une montre et des confiseries volés dans une voiture garée non loin de là et des provisions alimentaires dérobées dans la cuisine la multiplication des cambriolages de ce type dans la région notamment dans cet établissement avait incité le gardien à installer un système perfectionné de détection et d alarme,4.5,1,519
vipère au poing,bazin hervé,un coup de cœur,5.0,1,15
un deux trois,agatha christie,relecture de ce roman d agatha christie 21 ans plus tard,4.0,1,56
l enfant des services secrets,emmanuel muzard,rencontre inoubliable raphael muriou lycéen lambda un élève de première dans un lycée de lyon c est un bon élève féru de sport apprécié de ses amis seul ombre au tableau le sentiment de solitude qu il ressent lorsque ses parents accaparés par leur boulot le laissent seul des we entiers avec pour seule présence hermès son chat une vie un brin monotone qui va vite prendre une autre tournure quand il est contacté par la dgse une enquête sur un trafic de drogue dans le lycée qu il fréquente,5.0,1,491
lettres du père noël,j r r tolkien,magique,4.5,1,7
notre part de nuit,mariana enriquez,notre part de nuit est un énorme coup de coeur,5.0,1,46
les bijoux indiscrets,denis diderot,mmmmh pas très metoo ce denis diderot même carrément coquin,4.0,1,59
station eleven,emily st john mandel,pour tout dire j avais fort peu envie de lire un roman dont le thème principal est une épidémie mais validation de challenge obligeant j ai bravement sorti station eleven de ma bibliothèque acheté alors que l histoire d une pandémie pouvait encore passer pour de la science fiction et armée de mon signet magnétique microbes je ne m aide pas peut être j ai entrepris cette dystopie d une auteure canadienne originaire de la colombie britannique que j avais envie de lire depuis longtemps et dès les premiers paragraphes avec la mort d arthur leander qui s écroule sur scène pendant la représentation du roi lear de shakespeare à l elgin theatre de toronto j ai été happée par son grand talent de conteuse l histoire se passe en trois temps quelques années avant l épidémie où l on suit arthur sa carrière et ses relations amoureuses qui se terminent toutes en divorce tant l homme est volage pendant et juste après l épidémie avec jeevan chaudhary l homme de la salle de spectacle en formation de secouriste qui avait essayé de ranimer arthur et qui tente de faire face aux premières heures de la crise enfermé avec son frère dans l appartement de celui ci et en l an vingt c est à dire vingt ans après que la grippe de géorgie ait décimé la plus grande partie de la population avec kristen raymonde une des petites actrices présentes sur scène à la mort d arthur qui fait partie d une troupe d acteurs et de musiciens la symphonie itinérante qui sillonne les routes et présente aux gens des concerts et des pièces de shakespeare parce que survivre ne suffit pas c est donc à tous les temps de l effondrement de la civilisation que nous assistons emily st john mandel en faisant ressortir toute la fragilité ce qui m a valu plusieurs bouffées d anxiété et moments d insomnie il ne fait pas bon vivre en l an vingt et pourtant elle réussit à en faire quelque chose de lumineux à mettre de l avant la beauté d un monde qui n a guère besoin de nous,4.0,1,1945
les sultans,christine de rivoyre,connaissez vous une école picturale qui porte le nom de réalité poétique les artistes qui la composent représentent la vie sous son meilleur jour des couleurs joyeuses nous exposent des intérieurs où il fait bon vivre les jardins fleuris sont un éternel été un 14 juillet permanent le roman de christine de rivoyre c est souvent la réalité dramatique,4.0,1,350
le dernier message,nicolas beuglet,ça faisait longtemps que je n avais pas lu de thriller et celui ci en bon page turner m a redonné envie de me replonger dans le genre,2.0,-1,133
l homme sans ombre,oates joyce carol,margot sharpe a bâti sa carrière et sa réputation de scientifique en neuroscience grâce au projet e h ces initiales sont celles d elihu hoopes frappé par une encéphalite à 37 ans et qui ne peut plus former de nouveaux souvenirs depuis cette infection cérébrale elihu hoopes est prisonnier d un présent perpétuel comme un homme tournant en rond dans des bois crépusculaires un homme sans ombre p 20 pendant plus de 30 ans margot étudie le patient le soumet à des tests mais surtout en secret elle l aime mais comment être aimée en retour d une personne qui vous oublie toutes les 70 secondes entièrement dédiée à son travail et à son sujet d étude la très secrète margot sharpe franchit plus d une fois les lignes malmenant l éthique et les lois elle sera fidèle à elihu hoopes même si personne elihu compris ne le saura p 164,4.0,1,825
brassens jeanne et joha,maryline martin,brassens dans son intimité brassens l homme amoureux de la femme brassens et les deux femmes de sa vie jeanne et joha brassens et le crabe maryline martin brosse un portrait humain de cet immense artiste le portrait d un homme attachant attentif à ses proches le portrait d un homme que comme beaucoup j aurais aimé rencontrer,4.5,1,326
love fragrance tome 1,kintetsu yamada,j avais choisi love fragrance à la médiathèque parce que l histoire semblait amusante et romantique mais je n ai pas tellement apprécié ce premier tome,2.5,-1,151
prête à tout,maynard j,prête à tout pour devenir célèbre prête à tout pour avoir une amie,4.5,1,66
s adapter,clara dupont monod,j aime bien clara dupont monod depuis nestor rend les armes et pourtant s adapter ne me tentait pas et généralement quand ça ne me tente pas une première chronique m a conforté dans ce choix jiemde oui parfois je me parle et il m arrive même d utiliser un pluriel de majesté c est vous dire donc jiemde passe ton chemin en poche un jour peut être mais une seconde chronique m a fait douter et douter je n aime pas ça j ai donc lu s adapter,2.0,-1,439
dune tome 1,frank herbert,qu ajouter de plus aux millions d avis sur le cycle de dune tome 1 qui est à la sf ce que le seigneur des anneaux est à la fantasy un chef d œuvre d une étonnante modernité pour un roman paru en 1965 et qui a obtenu les prix les plus prestigieux que l on puisse espérer pour un auteur franck herbert était un incroyable visionnaire qui aborde des thématiques comme l écologie la religion le combat ou jihad au nom de cette dernière la solitude du pouvoir la complexité des alliances entre familles le rôle essentiel fondamental des femmes autant de sujets et tant d autres la légende de paul muad dib ou paul atréides prophète d arrakis aux pouvoirs dépassant l imagination un dieu parmi les hommes près de 10 000 ans après notre ère franck herbert nous entraîne dans une épopée puissamment évocatrice un torrent que rien ne retient et des circonvolutions scénaristiques à tomber des paysages incroyables avec ce désert ces dunes et ces vers gigantesques paul est l incarnation d un héros ambiguë dont la destinée est tout sauf linéaire l histoire vous la connaissez tous et je n ai pas besoin de la rappeler ici tant elle est mythique c est tout simplement le meilleur livre que j ai lu en sf à ce jour pour les multiples raisons explicitées plus tôt difficile d en dire davantage des dizaines de millions de lecteurs avant moi ont déjà tout dit et si bien j ajoute ici mon modeste avis sur ce cycle de dune tome 1 à nul autre pareil un voyage où l épice parabole des drogues psychédéliques et autres psychotropes permettant de repousser les limites de la conscience d ouvrir des portes restées jusque là inaccessible dans notre esprit nul apologie des drogues ici mais le parallèle entre l épice et celle ci est au cœur du livre j ai dévoré ce livre qui restera un moment fort de mon expérience de lecteur je ne peux qu encourager les rares fans de sf qui ne l ont pas lu à le découvrir,5.0,1,1888
après,stephen king,j ai renoué avec la musique littéraire de l auteur,4.0,1,50
les ombres filantes,christian guay poliquin,si vous n avez jamais entendu christian guay poliquin je vous conseille de l écouter avant de le lire,4.5,1,101
bel ami,guy de maupassant,un coup de cœur pour cet arriviste calculateur georges duroy,5.0,1,60
le hardi chez les vaudois trois hommes dans une talbot,paul budry,a la pêche aux écrivains suisses suisses suisses,3.5,0,48
le coût de la vie,deborah levy,deuxième volet de ce que deborah levy nomme living autobiography l ensemble formant une œuvre littéraire intime et forte,4.5,1,120
comme des bêtes,violaine bérot,mariette et son fils vivent en montagne près d un village isolé en prise directe avec la nature qui semble convenir au bien être du fils handicapé mental et asocial qui ne parvient pas à supporter le carcan d une institution scolaire pas encore prête à accepter et gérer les différences le garçon une force de la nature ne parle pas et on le surnomme l ours aimé par sa mère il est décrit par les gens qui le voient ou le côtoient l institutrice le voisin le randonneur le flic il possède un don particulier pour soigner les animaux du voisin luc et on le surprend avec une petite fille qui semble parfaitement heureuse avec lui dans la grotte aux fées remarquable roman plein de poésie d empathie exprimée par les gens qui rencontrent l ours et le décrivent plutôt comme un agneau,5.0,1,781
communications n 99 démocratie et littérature,philippe roussin,je n ai pas lu la revue seulement le discours de réception du prix kafka 2014 obtenu par yan lianke cet immense écrivain contemporain chinois est l auteur entre autres de les jours les mois les années que je vous recommande son discours est intitulé le ciel et la vie choisissent celui qui perçoit l obscurité,5.0,1,309
un c est bien deux c est mieux tome 1,dana blue,tout d abord merci à la masse critique privilégiée babelio et aux éditions kennes pour l envoi de ce cinquième roman de la collection chick lit,2.0,-1,143
le livre de yaak chronique du montana,rick bass,super un livre des éditions gallmeister le livre de yaak chronique du montana du bien connu écrivain américain rick bass,5.0,1,120
claymore tome 3 thérèse la souriante,norihiro yagi,n arrivant pas à me concentrer sur mon roman en cours je n ai pu m empêcher de basculer sur cette série dont j ai reçu les 8 tomes suivants j avais trop hâte d en savoir plus et de retrouver claire et raki,4.5,1,205
enfances perdues,mechtild borrmann,encore un bon roman de mechtild borrmann comme tous ceux qui ont été traduits jusqu à présent,4.0,1,93
un bref instant de splendeur,ocean vuong,ce roman m avait attiré avec sa belle couverture son titre beau et énigmatique son résumé et en plus il avait recommandé dans l émission de la grande librairie dans la partie des libraires,2.5,-1,188
la fille tatouée,joyce carol oates,avez vous déjà lu les critiques enthousiastes de cécile latina concernant les romans de joyce carol oates,4.0,1,105
le soir du chien,marie héléne lafon,je vois venir avec angoisse le moment où je n aurais plus aucun roman de marie hélène lafon à découvrir,5.0,1,103
le sel du désert,odette du puigaudeau,combien de fois le désert a t il inspiré des écrivains et des écrivains voyageurs en particulier je ne pense pas du tout aux touristes il a inspiré l écrivaine voyageuse française odette du puigaudeau 1894 1991 qui a écrit le sel du désert auparavant fille d armateur elle avait participé à des campagnes de pêche sur des thoniers bretons en tant que journaliste,4.0,1,362
otages,nina bouraoui,on peut dire que ce texte écrit dans sa première version par nina bouraoui pour le théâtre en 2015 était prémonitoire à la vague du mouvement metoo l auteure en a donc fait un roman au thème très actuel il va sans dire que le monologue de son héroïne sylvie meyer 53 ans résonne dans le coeur de milliers de femmes,3.0,0,314
le parfum du rouge et la couleur du z,laurent cohen,j ai ouvert ce livre car les capacités du cerveau m ont toujours fascinée et bien sur ces désordres aussi,3.5,0,105
les choses humaines,karine tuil,trois parties comme trois actes,5.0,1,31
thomas le rimeur,ellen kushner,ellen kushner met en scène thomas le rimeur célèbre barde dans la mythologie de faëry,4.0,1,85
matin brun,franck pavloff,onze pages il n en fallait pas plus en onze petites pages franck pavloff fait passer à merveille son message,3.5,0,108
sous chacun de tes baisers,laura lee gurhke,j ai passé un moment agréable avec cette romance au scénario assez classique qui réunit deux personnes qui n auraient a priori rien à faire ensemble,3.0,0,148
ragna crimson tome 7,daiki kobayashi,j ai ce manga depuis sa sortie en avril mais j attendais d en avoir un autre pour en continuer la lecture c est maintenant chose faite donc en avant pour la suite des aventures de ragna et crimson en espérant ne pas avoir perdu trop de détails en cours de route,3.5,0,261
que sur toi se lamente le tigre,emilienne malfatto,une jeune irakienne se sait condamnée une seule étreinte avec celui qui serait devenu son fiancé si une bombe ne l avait tué et le sang a cessé de couler elle est enceinte la pire chose qui pouvait lui arriver son sort est scellé elle n est jamais nommée contrairement aux autres personnages elle sera effacée de sa famille on n aura plus le droit de prononcer son nom elle ne s appartient pas la mort viendra de son frère aîné tour à tour chaque personnage nous fait part de sa représentation du crime d honneur qui se prépare d une manière qui n est pas sans rappeler un chœur antique tant les voix de toutes les mères frères sœurs belles sœurs semblent résonner à travers ces archétypes tout cela sous l œil du tigre témoin des horreurs que vit son peuple personne n arrivera à dépasser sa culture tout cela raconté en soixante dix neuf pages d une écriture fulgurante et douloureusement belle pour reprendre une expression lue quelque part un prix goncourt bien mérité dans ce récit qui nous donne à ressentir ce qu il en est de vivre sous un régime où ceux et celles qui devraient vous protéger deviennent vos bourreaux,4.5,1,1124
le mystérieux docteur cornélius intégrale tome 3,gustave le rouge,ce troisième tome inclut les épisode 12 à 18 et met un terme à la série c est le crescendo final nos héros sous la direction de lord burydan remontent petit à petit sur la trace de leurs ennemis,3.0,0,194
le dévoué,viet thanh nguyen,en 2017 sortait en france le sympathisant qui était l oeuvre de l auteur amérasien viet thanh nguyen auréolé du prix pulitzer 2016 et le prix du meilleur roman étranger en 2016,4.0,1,176
immortelle randonnée compostelle malgré moi,jean christophe rufin,jean christophe rufin nous embarque ici dans un périple de plus de 800km sur le chemin de compostelle,4.0,1,101
la jeunesse de blueberry tome 1,jean michel charlier,myrtille lieutenant myrtille je vous demande un peu comment il est possible de faire carrière avec un nom aussi ridicule surtout lorsqu on est dans l armée et dans une bédé réaliste,3.5,0,181
un homme de tempérament,david lodge,cela me fait mal mais,3.5,0,21
madeleine résistante tome 1 la rose dégoupillée,jean david morvan,quand le scénariste jean david morvan la contacte pour écrire son histoire de grande résistante madeleine riffaud âgée de 97 ans aujourd hui commence par dire non puis accepte sur les conseils d un ami,4.0,1,201
les détectives tome 2 l affaire du mystérieux m jekyll,kenney e boever d,je tiens tout d abord à remercier les éditions lucca et le site babelio pour son opération masse critique qui m ont permis de découvrir le deuxième tome des aventures des détectives dans l affaire du mystérieux m jekyll,2.5,-1,219
fais le pour maman,françois xavier dillard,après avoir apprécié prendre un enfant par la main j ai eu envie de dévorer l autre titre de françois xavier dillard celui ci m avait présenté fais le pour maman comme terrible dur glauque et plein d émotions pour moi la promesse a été tenue toutefois c est venu assez tardivement je regrette le fait de ne pas avoir réussi à rentrer rapidement dans le récit car malgré le dernier tiers aussi immersif que horrible je n ai pas pu effacer cette impression de lenteur je ressors donc partagée mais en étant plutôt positive,3.5,0,520
la trilogie berlinoise tome 1 l été de cristal bd,pierre boisserie,j adore les romans de philip kerr donc j ai évidemment sauté sur cette bd dès que je l ai vue dans ma librairie préférée,4.0,1,120
la prophétie des abeilles,bernard werber,si vous êtes passionné d histoire si l étude et l interaction des diverses religions entre elles ne vous effraient pas si les voyages dans le temps ne vous donnent pas le tournis si vous êtes très préoccupé par l écologie et de ce fait par la survie de notre planète si enfin philosophiquement parlant vous vous posez la question connaître le futur influence t il le futur alors sans aucun doute le nouveau roman de bernard werber est fait pour vous peut être tout de même avec le préalable d avoir déjà lu quelques titres de l auteur et donc de connaître un peu le style werber,3.5,0,578
dans les forêts de sibérie,sylvain tesson,j ai lu ce livre à mi chemin entre le journal et le carnet de bord par petites étapes étalées sur deux mois environ du coup cela a certainement influé sur mon appréciation qui n a jamais rêvé parfois de se couper totalement du monde sylvain tesson lui l a fait six mois seul dans une cabane au bord du lac baïkal il a bien quelques voisins à des heures de marche et quelques visites qui finissent même par lui peser il se sent envahi par rapport à d autres écrits de cet auteur j ai trouvé que même si parfois il était agaçant son ego était un peu moins envahissant j ai regretté qu il n y ait pas quelques schémas pour situer ses randonnées autour de sa cabane en plus de la carte du début du livre il y a à mon goût beaucoup beaucoup trop de vodka presque autant que dans les eltychev roman que j ai lu en parallèle retour contraint et déchéance d une famille russe dans un village au fin fond de la russie deux expériences fondamentalement différentes j ai beaucoup aimé sa vision des russes il les voit tels qu ils sont au naturel avec leurs défauts et qualités par contre ces notes font souvent philosophie de comptoir émaillée de quelques réflexions plus sérieuses mais sur lesquelles il ne revient pas normal c est un journal de bord mais c est tout de même un peu énervant mais c est un livre qui ouvre des pistes à la réflexion et qu il faut lire pour cela parce qu il fait beaucoup de bien et permet un regard neuf sur le monde,4.0,1,1437
la beauté des loutres,hubert mingarelli,un convoyeur de moutons horacio et un jeune garçon vito qui l écoute car c est son premier trajet doivent livrer ces bêtes avec un camion et une plateforme à bestiaux ils partent tôt le matin car il faut qu ils passent un col difficile avant la nuit d autant qu il neige très fort qu il y a des congères la route est difficile enneigée elle traverse les forêts de mélèzes de sapins en pleine montagne pour meubler la conversation qui est minimaliste et peu chaleureuse horacio parle d une loutre des loutres et de son envie d en voir autrement qu en photo ils apprennent à se connaître même si c est horacio qui se positionne en chef et en aîné par rapport à vito puis la montée vers le col s annonce difficile et il faudra mettre des chaines mais les siennes sont vieilles et les poser sous la neige est peu commode vito l aide mais dans une accélération pour la montée un anneau se brise le camion dévie la chaîne casse et un mouton acculé aux autres saute de la plateforme vito veut s arrêter et le récupérer mais horacio angoissé l insulte le pousse et sa tête heurte la portière en le blessant pas question de s arrêter sur un sol glaçé au risque de déraper de ne plus pouvoir repartir,3.0,0,1190
qui a tué palomino molero,mario vargas llosa,c est par ce court roman que je découvre la plume de mario vargas llosa pour ceux qui pensent que les auteurs ayant remporté un prix nobel écrivent des livres ennuyeux ou inaccessibles au commun des mortels se trompent lourdement parce que dans ce roman l auteur use d un langage sans fioriture dans ses dialogues presque bruts de décoffrage,4.0,1,341
funérailles célestes,xinran,après l inoubliable lecture de les jours les mois les années de lianke yan j ai eu envie de prolonger mon séjour dans la littérature chinoise et j ai choisi de lire ce petit roman présent dans ma bibliothèque depuis quelques temps déjà cette histoire racontée simplement par xinran est un mélange de genres entre le carnet de voyage le journal intime le roman d aventure et le récit de survie,4.0,1,392
alma le vent se lève,timothée de fombelle,une belle découverte,5.0,1,20
métro 2033,dmitry glukhovsky,livre audio lu par julien chatelet 21h30,5.0,1,40
mars red tome 2,karakarakemuri,ayant beaucoup apprécié le premier tome de mars red j avais hâte de découvrir la suite bien que la série ne fasse que trois tomes et que je n ai pas souvent de chance avec les séries de trois tomes avec les mangas je garde un très bon espoir,4.0,1,241
le centre galactique tome 4 marées de lumière,gregory benford,ce tome est encore meilleur,4.0,1,27
nature humaine,serge joncour,un avis mitigé sur ce roman dont je sais pourtant que beaucoup de mes ami e s babeliotes l ont apprécié,3.0,0,103
cabinet médical bonjour,lectrice indépendante,je remercie lectrice indépendante pour l envoi en service presse de son recueil d anecdotes cabinet médical bonjour,4.0,1,115
faut pas prendre les cons pour des gens tome 3,emmanuel reuzé,alors là ça rigole pas,4.0,1,22
l aube à birkenau,simone veil,dans les camps des barbelés les enfermaient à l écart du reste du monde rescapés une barrière est restée une séparation persiste entre ceux qui ont connu cette funeste expérience des camps de la mort et les autres il y avait ceux qui étaient dedans et les autres nous dit george semprun dans le grand voyage les premiers savent que nul ne peut envisager imaginer et même croire à cette vie hors du temps hors de l humanité mais au delà de ce souvenir de l enfer l amertume qui assombrit renaissance à la vie des rescapés est de constater de déplorer que leur expérience ne rend pas le monde meilleur,5.0,1,599
rivage de la colère,caroline laurent,ce roman subtil et magnifiquement écrit traite d une part de l histoire totalement inconnue du grand public l arrachement des chagossiens à leur terre natale,4.0,1,157
clowns,pascal jacob,une masse critique babelio gagnante pour clowns de pascal jacob un grand merci à babelio pour ce magnifique livre merci aussi aux éditions seuil,5.0,1,144
la constance du jardinier,john le carre,big pharma,5.0,1,10
le petit garçon qui voulait être mary poppins,alejandro palomas,c est l histoire de guille 9 ans et de son père qui a du mal a le comprendre,4.5,1,76
sauvage,jamey bradbury,ayant vu des mots magiques tels que alaska chiens de traîneau immensités sauvages entre autres et que sauvage the wild inside de jamey bradbury avait été publié par les éditions gallmeister il n en fallait pas plus pour que je me doute que ce serait un coup de coeur et dans ce roman je me suis plongée en étant certaine que je ne serais pas déçue,5.0,1,347
une enquête d hippolyte salvignac tome 1 le tigre et les pilleurs de dieu,philippe grandcoing,j ai découvert l univers d hippolyte salvignac avec le tome 4 la conspiration hongroise du coup je me suis dit qu il serait bon de découvrir ses aventures par le début la plupart des protagonistes se rencontrent dans ce premier tome qui nous fait découvrir la france du début du xxème siècle avec clémenceau le tigre chef du conseil,4.0,1,332
clair obscur,nella larsen,sous la forme d une tragédie clair obscur nous parle de l identité raciale de l appartenance quoique pas toujours de l adhésion à cette race qui nous est désignée ainsi en va t il en amérique où une goutte de sang noir vous qualifie comme noir e ou plutôt nègre puisque ce roman est écrit en 1929 et que c est ainsi qu on parlait encore des afro américains,3.0,0,356
abigaël tome 4,dupuy m b,marie bernadette dupuy nous fait passer d excellents moments grâce à ses sagas,5.0,1,78
red room n 4,ed piskor,cet épisode fait suite à red room n 3 2021 il vaut mieux avoir lu le premier épisode pour comprendre le principe des productions pentagram sa première parution format papier date d août 2021 il a été entièrement réalisé par ed piskor scénario dessins encrage nuances de gris et texte d une page pour la postface datant de juillet 2021 il contient 22 pages en noir blanc avec une teinte sablée pour imiter un papier de mauvaise qualité et légèrement jauni par l âge il se termine avec 8 pages de dessins réalisés par des lecteurs ce créateur est également l auteur de hip hop family tree et x men grand design les 4 premiers épisodes de la série ont été regroupés dans red room the antisocial network,5.0,1,699
ragna crimson tome 8,daiki kobayashi,tant que je suis sur ma lancée je continue avec ce tome en espérant y voir plus clair dans cette bataille,3.5,0,105
le corbeau de noël,anne perry,une auteure qui me faisait de l œil depuis longtemps et un titre de saison rien de mieux pour se lancer dans cette lecture,2.5,-1,122
candide,voltaire,candide fait partie de ses livres que nous étudions en classe e il est vrai que j ai pris énormément de plaisir à lire ce conte franchement sympathique même si parfois l écriture est assez difficile à comprendre l explication donné par le professeur nous permettait de comprendre le style voltairien et bien entendu nous avions le fou rire lors des situations cocasses où se retrouvait notre héros,4.0,1,397
l écorchée,donato carrisi,revoilà mila vasquez dans une autre enquête de l écrivain italien italien donato carrisi l ecorchée rien qu avec ce titre le lecteur est certain que cela ne va pas être bien drôle et que c est une bien sombre histoire un titre qui fait frémir,4.0,1,242
sous la glace,agatha christie,bien que ce livre puisse être considéré comme un énième recueil de nouvelles qui en plus tombe à pic pour les fêtes de fin d années toutes ont ce sujet en commun,5.0,1,161
les sept soeurs tome 7 la soeur disparue,lucinda riley,je termine la saga phénomène les sept soeurs,5.0,1,44
ce que je ne veux pas savoir,deborah levy,quand le bonheur est là on a l impression de n avoir rien connu avant le bonheur est une sensation qui ne connaît que le présent de l indicatif,4.5,1,143
le bal,irène némirovsky,paris 1928,3.0,0,10
yona princesse de l aube tome 33,mizuho kusanagi,ce trente troisième tome poursuit la piste ébauchée dans le précédent la mystérieuse et terrible maladie de soo won que lui a transmise sa mère et qui touche tous ceux de sa lignée et yona apprend tout ceci en lisant le journal intime de la mère de soo won qui constitue un long flash back où l on découvre les parents de soo won leur rencontre les débuts de leur relation l arrivée de la jeune femme au château etc,3.5,0,415
docteur fourrure,sylvain balteau,j adore les animaux enfin presque tous parce que les reptiles c est pas mon truc mais alors pas du tout j en ai même fait mon métier il était donc naturel que je lise ce livre,5.0,1,175
emma à londres,claire frossard,après emma à new york et emma à paris j ai loupé ses escales à rome et tokyo je retrouve notre moinelle à londres,3.5,0,113
vivre,yu hua,j avais vu le film il y a bien longtemps à sa sortie,4.0,1,52
les carnets de l apothicaire tome 1,natsu hyuuga,la trame est assez classique pour un manga après en avoir lu des tonnes nous avons une jeune fille de 17 ans mao mao qui se retrouve dans un harem appartenant à l empereur elle a été enlevé et vendu comme servante dans le quartier des femmes du palais impérial elle va y exercer par la suite des activités d apothicaire qui seront fort utile pour les tenants de ce palais,3.5,0,371
love fragrance tome 3,kintetsu yamada,dans ce troisième tome asako et kôtarô continuent à découvrir les joies et les difficultés d être en couple les doutes la jalousie mais aussi les petits bonheurs des moments passés ensemble,2.5,-1,189
lucy in the sky,pete fromm,ouah une claque ce roman,5.0,1,24
sur le pont des arts,nadia maître,je remercie nadia maître pour l envoi en service presse de son roman sur le pont des arts,4.0,1,89
l exorciste édition collector,william peter blatty,le livre en édition collector vient de sortir chez pavillons poche je suis tombée dessus par hasard n ayant jamais vu le film en entier seulement quelques extraits ça me suffisait pour me faire horreur je ne savais pas que c était l adaptation d un livre de william p blatty sorti en 1971 et je me disais que ça allait être comme shining de stephen king lu récemment dont je n avais pas vu le film et j ai vraiment vraiment aimé le livre mais ici il s agit d un autre film d un autre auteur,2.0,-1,490
s adapter,clara dupont monod,c est l histoire d une famille des cévennes un père une mère un aîné une cadette qui va devoir s adapter à l arrivée du petit dernier un enfant handicapé cette histoire c est la nature autour de l enfant qui va la regarder qui va nous la raconter la nature qui sans cesse s adapte va regarder les autres s adapter à son tour,4.0,1,324
les lendemains,mélissa da costa,2ème roman de mélissa da costa et j ai retrouvé sa plume sensible et juste dans les sentiments les plus douloureux,5.0,1,114
le sorceleur tome 7 la dame du lac réédition,andrzej sapkowski,final de cette saga qui m a accompagnée toute cette année une fin qui est une sacrée petite brique et qui ne se lit pas aussi vite que je l aurais souhaité,3.5,0,155
tu me manqueras demain,heine bakkeid,ce polar norvégien me réconcilie définitivement avec la littérature scandinave que j avais quelque peu délaissé ces derniers mois sans doute grâce à ce récit magistral ce scénario qui vous prend aux tripes cette ambiance glaciale à tous les points de vue et surtout à cet anti héros au passé torturé,4.5,1,299
alice le jeu de cartes,benjamin lacombe,ce très joli petit coffret illustré par benjamin lacombe sur le thème d alice au pays des merveilles de lewis caroll peut faire l objet d un beau cadeau qui ravira à la fois les amateurs des illustrations de benjamin lacombe ainsi que les jeux de cartes simples et les coffrets,5.0,1,277
le temps des convoitises,frédérick d onaglia,lire les romans de frédérick d onaglia est toujours un plaisir un vrai plaisir une vraie détente et une balade dans les alpilles des lieux chargés d histoire une histoire qu il nous fait découvrir par le biais de personnages passionnés par l histoire la tradition leur château viticole leur village les étoffes les belles indiennes les carrières qui ont longtemps servi à alimenter les chantiers romains les bâtiments d arles suspense et rebondissements sont aussi au rendez vous dans ce livre qui rappelle les bons feuilletons estivaux télévisés suspense chantiers immobiliers chantages manipulations scandales financiers scoops et coups d éclat de nombreux rebondissements avec des rivalités fortes des campagnes électorales des personnages hommes et femmes assoiffés de pouvoir d argent ou prêts à tout pour leur château leur manufacture l influence de leur journal les personnages du préfet de la marquise du patron de presse et de la maire sortante ont des caractères bien marqués le patron de la manufacture et son chef d atelier sont un peu plus nuancés un vrai plaisir de lecture,4.0,1,1087
les enquêtes de miss merkel tome 1 meurtre d un baron allemand,david safier,angela merkel a pris sa pension s est retirée de la politique et maintenant lorsque poutine fait des siennes cela veut juste dire qu il a chié là où il ne fallait pas et qu il faut nettoyer derrière lui rien n a changé si si,3.5,0,224
s adapter,clara dupont monod,l arrivée d un enfant inadapté dans une famille va bouleverser la vie des 2 premiers enfant du couple et influencera la vie de celui qui naitra après,5.0,1,149
décompression,juli zeh,un thriller très efficace et retors dans les eaux de lanzarote autour d un moniteur de plongée et ses deux clients allemands,4.0,1,124
la croisière des ombres,jean ray,et je continue avec jean ray et ce recueil de 19 nouvelles en un peu plus de 300 pages que j ai savourées toutes sans exception la fluidité de la plume de l auteur n est déjà plus à démontrer et ces histoires hantées sur terre ou mer servies par un vocabulaire élaboré et fleuri sont des petits bijoux,4.5,1,301
